===== SNAPSHOT 2026-08-16T12:35:09.049903588Z =====
===== SNAPSHOT 2026-08-16T12:35:12.250345285Z =====
2026-08-16T12:35:12.631792578Z 2026-08-16T12:35:12.629497574Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018002/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.058394871Z 2026-08-16T12:35:17.057852264Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018030/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.064291518Z 2026-08-16T12:35:17.064180219Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018044/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.131590697Z 2026-08-16T12:35:17.131081943Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018039/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.136922795Z 2026-08-16T12:35:17.136542011Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018034/authentication-data/authentication-status |  |
2026-08-16T12:35:17.141231735Z 2026-08-16T12:35:17.140709035Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018039/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.158233966Z 2026-08-16T12:35:17.157880112Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018018, servingPlmnId: 20893
2026-08-16T12:35:17.160175596Z 2026-08-16T12:35:17.159689484Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018010, servingPlmnId: 20893
2026-08-16T12:35:17.161555574Z 2026-08-16T12:35:17.161190900Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018053/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.164043269Z 2026-08-16T12:35:17.161707970Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018018/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.165020231Z 2026-08-16T12:35:17.164745275Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018010/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.176792744Z 2026-08-16T12:35:17.176460411Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018020, servingPlmnId: 20893
2026-08-16T12:35:17.230491584Z 2026-08-16T12:35:17.230176683Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018020/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.235762376Z 2026-08-16T12:35:17.234385155Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018053/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.236947950Z 2026-08-16T12:35:17.236840368Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018010/context-data/amf-3gpp-access |  |
2026-08-16T12:35:17.240983647Z 2026-08-16T12:35:17.240159813Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018045/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.241004907Z 2026-08-16T12:35:17.240420401Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018050/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.241010998Z 2026-08-16T12:35:17.240547930Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018018/context-data/amf-3gpp-access |  |
2026-08-16T12:35:17.246347805Z 2026-08-16T12:35:17.246200299Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018018, servingPlmnId: 20893
2026-08-16T12:35:17.248444548Z 2026-08-16T12:35:17.247910847Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018018/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.248515881Z 2026-08-16T12:35:17.248290689Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018010, servingPlmnId: 20893
2026-08-16T12:35:17.251221124Z 2026-08-16T12:35:17.250679268Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018010/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.253461294Z 2026-08-16T12:35:17.253039904Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018018/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:17.255738443Z 2026-08-16T12:35:17.255365504Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018010/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:17.257832310Z 2026-08-16T12:35:17.257199393Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018018/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:17.257839904Z 2026-08-16T12:35:17.257509916Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018045/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.259634319Z 2026-08-16T12:35:17.259439403Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018050/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.259863438Z 2026-08-16T12:35:17.259467716Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018010/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:17.261294141Z 2026-08-16T12:35:17.260708954Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018018/context-data/sdm-subscriptions |  |
2026-08-16T12:35:17.280253642Z 2026-08-16T12:35:17.279775115Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018016, servingPlmnId: 20893
2026-08-16T12:35:17.282156499Z 2026-08-16T12:35:17.281737354Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018010/context-data/sdm-subscriptions |  |
2026-08-16T12:35:17.330607408Z 2026-08-16T12:35:17.330259706Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018016/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.335599519Z 2026-08-16T12:35:17.334961423Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018020/context-data/amf-3gpp-access |  |
2026-08-16T12:35:17.343713123Z 2026-08-16T12:35:17.343266064Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018020, servingPlmnId: 20893
2026-08-16T12:35:17.346861035Z 2026-08-16T12:35:17.346352171Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018020/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.359727911Z 2026-08-16T12:35:17.359289890Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018020/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:17.365887310Z 2026-08-16T12:35:17.365391070Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018020/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:17.373423310Z 2026-08-16T12:35:17.373045161Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018020/context-data/sdm-subscriptions |  |
2026-08-16T12:35:17.410602564Z 2026-08-16T12:35:17.409970459Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018010/am-data |  |
2026-08-16T12:35:17.410639013Z 2026-08-16T12:35:17.410194760Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018018/am-data |  |
2026-08-16T12:35:17.445008738Z 2026-08-16T12:35:17.444464768Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018021, servingPlmnId: 20893
2026-08-16T12:35:17.449642667Z 2026-08-16T12:35:17.449321925Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018016/context-data/amf-3gpp-access |  |
2026-08-16T12:35:17.453053011Z 2026-08-16T12:35:17.451912853Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018021/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.453577304Z 2026-08-16T12:35:17.453205327Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018016, servingPlmnId: 20893
2026-08-16T12:35:17.458226401Z 2026-08-16T12:35:17.457787949Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018016/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.472997739Z 2026-08-16T12:35:17.472736509Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018016/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:17.533812099Z 2026-08-16T12:35:17.533643974Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018020/am-data |  |
2026-08-16T12:35:17.611892996Z 2026-08-16T12:35:17.611379313Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018016/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:17.614860731Z 2026-08-16T12:35:17.613321595Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018055/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.614878725Z 2026-08-16T12:35:17.613526179Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018051/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.632900156Z 2026-08-16T12:35:17.632140582Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018021/context-data/amf-3gpp-access |  |
2026-08-16T12:35:17.712149686Z 2026-08-16T12:35:17.711662893Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018021, servingPlmnId: 20893
2026-08-16T12:35:17.714702543Z 2026-08-16T12:35:17.713214152Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018016/context-data/sdm-subscriptions |  |
2026-08-16T12:35:17.714726668Z 2026-08-16T12:35:17.714072041Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018021/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:17.735931018Z 2026-08-16T12:35:17.735319632Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018036/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.740414556Z 2026-08-16T12:35:17.740113160Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018055/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.741562889Z 2026-08-16T12:35:17.741273576Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018051/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.744995785Z 2026-08-16T12:35:17.744341498Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018082/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.832287494Z 2026-08-16T12:35:17.831086401Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018016/am-data |  |
2026-08-16T12:35:17.849182964Z 2026-08-16T12:35:17.848528256Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018031/authentication-data/authentication-status |  |
2026-08-16T12:35:17.850557041Z 2026-08-16T12:35:17.850102177Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018021/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:17.932210364Z 2026-08-16T12:35:17.931269240Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018023/authentication-data/authentication-status |  |
2026-08-16T12:35:17.935614207Z 2026-08-16T12:35:17.934564168Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018036/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.937138905Z 2026-08-16T12:35:17.936787246Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018021/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:17.947530300Z 2026-08-16T12:35:17.946804479Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018082/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.969413352Z 2026-08-16T12:35:17.969246639Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018059/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.970833986Z 2026-08-16T12:35:17.969245828Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018021/context-data/sdm-subscriptions |  |
2026-08-16T12:35:17.973687216Z 2026-08-16T12:35:17.972890162Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018061/authentication-data/authentication-subscription |  |
2026-08-16T12:35:17.975211745Z 2026-08-16T12:35:17.974252146Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018028/authentication-data/authentication-status |  |
2026-08-16T12:35:17.987131866Z 2026-08-16T12:35:17.986489040Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018027, servingPlmnId: 20893
2026-08-16T12:35:18.031663353Z 2026-08-16T12:35:18.031043040Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018027/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.041586690Z 2026-08-16T12:35:18.041093545Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018061/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.042749390Z 2026-08-16T12:35:18.042350382Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018021/am-data |  |
2026-08-16T12:35:18.045862818Z 2026-08-16T12:35:18.045605716Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018059/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.131098791Z 2026-08-16T12:35:18.130426220Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018042/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.131162671Z 2026-08-16T12:35:18.130501091Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018057/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.134810481Z 2026-08-16T12:35:18.134446228Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018027/context-data/amf-3gpp-access |  |
2026-08-16T12:35:18.137344323Z 2026-08-16T12:35:18.137094314Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018038/authentication-data/authentication-status |  |
2026-08-16T12:35:18.147942093Z 2026-08-16T12:35:18.147702675Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018027, servingPlmnId: 20893
2026-08-16T12:35:18.153906928Z 2026-08-16T12:35:18.153444041Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018042/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.157302355Z 2026-08-16T12:35:18.157125504Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018056/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.158753937Z 2026-08-16T12:35:18.158374485Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018027/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.163362318Z 2026-08-16T12:35:18.162893849Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018057/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.234570139Z 2026-08-16T12:35:18.232052929Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018027/20893/provisioned-data/smf-selection-subscription-data?supported-features= |  |
2026-08-16T12:35:18.236019085Z 2026-08-16T12:35:18.235921422Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018067/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.239749590Z 2026-08-16T12:35:18.237127473Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018037/authentication-data/authentication-status |  |
2026-08-16T12:35:18.244890039Z 2026-08-16T12:35:18.244335980Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018056/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.259857674Z 2026-08-16T12:35:18.258647405Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018027/context-data/smf-registrations?supported-features= |  |
2026-08-16T12:35:18.278593645Z 2026-08-16T12:35:18.278044074Z[36m [INFO][UDR][GIN] [0m| 201 |    10.244.0.141 | POST    | /nudr-dr/v2/subscription-data/imsi-208930000018027/context-data/sdm-subscriptions |  |
2026-08-16T12:35:18.333945021Z 2026-08-16T12:35:18.333629239Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018067/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.339163436Z 2026-08-16T12:35:18.338924799Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018048/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.343448962Z 2026-08-16T12:35:18.342858395Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018033/authentication-data/authentication-status |  |
2026-08-16T12:35:18.347034465Z 2026-08-16T12:35:18.346773816Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018063/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.431720718Z 2026-08-16T12:35:18.430469432Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018063/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.434480723Z 2026-08-16T12:35:18.433622855Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018065/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.436795093Z 2026-08-16T12:35:18.435525382Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018048/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.443174975Z 2026-08-16T12:35:18.442629923Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.143 | GET     | /nudr-dr/v2/policy-data/ues/imsi-208930000018027/am-data |  |
2026-08-16T12:35:18.463548106Z 2026-08-16T12:35:18.463300742Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018025, servingPlmnId: 20893
2026-08-16T12:35:18.469458158Z 2026-08-16T12:35:18.468441112Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018019, servingPlmnId: 20893
2026-08-16T12:35:18.536868367Z 2026-08-16T12:35:18.536353531Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018065/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.538283209Z 2026-08-16T12:35:18.537042593Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018019/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.538303568Z 2026-08-16T12:35:18.537125729Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018025/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.542838010Z 2026-08-16T12:35:18.542602739Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018032/authentication-data/authentication-status |  |
2026-08-16T12:35:18.611563044Z 2026-08-16T12:35:18.610683274Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018029, servingPlmnId: 20893
2026-08-16T12:35:18.611593831Z 2026-08-16T12:35:18.610842743Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018022, servingPlmnId: 20893
2026-08-16T12:35:18.630792190Z 2026-08-16T12:35:18.630346604Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018062/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.639514465Z 2026-08-16T12:35:18.636399855Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018022/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.639540083Z 2026-08-16T12:35:18.637707788Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018029/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.711519780Z 2026-08-16T12:35:18.711033979Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018025/context-data/amf-3gpp-access |  |
2026-08-16T12:35:18.732397207Z 2026-08-16T12:35:18.731970607Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018019/context-data/amf-3gpp-access |  |
2026-08-16T12:35:18.735434792Z 2026-08-16T12:35:18.735318815Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018029/context-data/amf-3gpp-access |  |
2026-08-16T12:35:18.739153505Z 2026-08-16T12:35:18.738930848Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PATCH   | /nudr-dr/v2/subscription-data/imsi-208930000018062/authentication-data/authentication-subscription |  |
2026-08-16T12:35:18.748345962Z 2026-08-16T12:35:18.747824103Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018025, servingPlmnId: 20893
2026-08-16T12:35:18.749029764Z 2026-08-16T12:35:18.748926320Z[36m [INFO][UDR][GIN] [0m| 204 |    10.244.0.141 | PUT     | /nudr-dr/v2/subscription-data/imsi-208930000018022/context-data/amf-3gpp-access |  |
2026-08-16T12:35:18.756424149Z 2026-08-16T12:35:18.755631823Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018019, servingPlmnId: 20893
2026-08-16T12:35:18.771050194Z 2026-08-16T12:35:18.763007394Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018025/20893/provisioned-data/am-data?supported-features= |  |
2026-08-16T12:35:18.771075912Z 2026-08-16T12:35:18.763044333Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018029, servingPlmnId: 20893
2026-08-16T12:35:18.773146585Z 2026-08-16T12:35:18.772785799Z[36m [INFO][UDR][DataRepo] [0mQueryAmDataProcedure: ueId: imsi-208930000018022, servingPlmnId: 20893
2026-08-16T12:35:18.831752786Z 2026-08-16T12:35:18.831261134Z[36m [INFO][UDR][GIN] [0m| 200 |    10.244.0.141 | GET     | /nudr-dr/v2/subscription-data/imsi-208930000018019/20893/provisioned-data/am-data?supported-features= |  |
